场景,step,time,x,y,yaw,speed,ac,steer,solve_time,lat_error,min_obstacle_dist,
opportunistic_lane_change_blocked_town05,0,0.000000,143.922531,-1.962353,-179.749619,0.000038,0.000000,0.000000,0.000000,1.205105,,
opportunistic_lane_change_blocked_town05,1,0.100000,143.922531,-1.962353,-179.749451,0.000006,-0.000043,0.179141,88.768482,1.205105,-0.918668,
opportunistic_lane_change_blocked_town05,2,0.200000,143.922546,-1.962353,-179.749451,0.000006,0.000006,0.346185,89.664698,1.205120,-0.898163,
opportunistic_lane_change_blocked_town05,3,0.300000,143.922546,-1.962353,-179.749451,0.000004,-0.000016,0.166350,86.513758,1.205120,-0.641082,
opportunistic_lane_change_blocked_town05,4,0.400000,143.922546,-1.962353,-179.749451,0.000004,-0.000005,-0.012299,84.745884,1.205120,30.623452,
opportunistic_lane_change_blocked_town05,5,0.500000,143.922546,-1.962353,-179.749451,0.000003,-0.000010,-0.182540,84.884882,1.205120,40.360043,
opportunistic_lane_change_blocked_town05,6,0.600000,143.922546,-1.962353,-179.749451,0.000003,0.000003,-0.189688,89.872599,1.205120,42.380042,
opportunistic_lane_change_blocked_town05,7,0.700000,143.922546,-1.962353,-179.749451,0.000003,-0.000001,-0.164912,88.457108,1.205120,43.510604,
opportunistic_lane_change_blocked_town05,8,0.800000,143.922546,-1.962353,-179.749451,0.000003,-0.000001,-0.135719,87.300777,1.205120,43.778447,
opportunistic_lane_change_blocked_town05,9,0.900000,143.922546,-1.962353,-179.749451,0.000003,-0.000002,-0.113770,87.166309,1.205120,44.616921,
opportunistic_lane_change_blocked_town05,10,1.000000,143.922546,-1.962353,-179.749451,0.000003,0.000001,-0.096130,85.362434,1.205120,44.442514,
opportunistic_lane_change_blocked_town05,11,1.100000,143.922546,-1.962353,-179.749451,0.000003,0.000000,-0.082227,84.845304,1.205120,44.615186,
opportunistic_lane_change_blocked_town05,12,1.200000,143.922546,-1.962353,-179.749451,0.000003,-0.000000,-0.071333,84.547043,1.205120,44.897272,
opportunistic_lane_change_blocked_town05,13,1.300000,143.922546,-1.962353,-179.749451,0.000003,-0.000000,-0.062784,87.733030,1.205120,45.129361,
opportunistic_lane_change_blocked_town05,14,1.400000,143.922546,-1.962353,-179.749451,0.000003,0.000000,-0.056071,84.846020,1.205120,45.344123,
opportunistic_lane_change_blocked_town05,15,1.500000,143.922546,-1.962353,-179.749451,0.000003,-0.000000,-0.050775,87.236166,1.205120,45.558672,
opportunistic_lane_change_blocked_town05,16,1.600000,143.922546,-1.962353,-179.749451,0.000003,0.000000,-0.046622,85.764885,1.205120,45.785348,
opportunistic_lane_change_blocked_town05,17,1.700000,143.922546,-1.962353,-179.749451,0.000003,0.000000,-0.043330,87.351561,1.205120,45.957202,
opportunistic_lane_change_blocked_town05,18,1.800000,143.922546,-1.962353,-179.749451,0.000003,-0.000000,-0.040754,88.323593,1.205120,46.230851,
opportunistic_lane_change_blocked_town05,19,1.900000,143.922546,-1.962353,-179.749451,0.000003,0.000000,-0.038736,88.744640,1.205120,46.464731,
opportunistic_lane_change_blocked_town05,20,2.000000,143.922546,-1.962353,-179.749451,0.000003,0.000000,-0.037147,83.014965,1.205120,46.665631,
opportunistic_lane_change_blocked_town05,21,2.100000,143.922546,-1.962353,-179.749451,0.000003,-0.000000,-0.035906,86.346149,1.205120,46.895089,
opportunistic_lane_change_blocked_town05,22,2.200000,143.874008,-1.961368,-179.806442,1.079015,10.000000,-0.034917,84.276676,1.156588,47.111886,
opportunistic_lane_change_blocked_town05,23,2.300000,143.727524,-1.957921,-179.984772,1.691086,6.120777,-0.034647,84.883690,1.010133,47.778191,
opportunistic_lane_change_blocked_town05,24,2.400000,143.538788,-1.952797,179.843292,2.021846,3.307643,-0.033237,88.430166,0.821485,47.526672,
opportunistic_lane_change_blocked_town05,25,2.500000,143.320786,-1.946813,179.667770,2.290672,2.688271,-0.029240,87.929964,0.603709,47.394141,
opportunistic_lane_change_blocked_town05,26,2.600000,143.076294,-1.940362,179.501114,2.555585,2.649181,-0.023948,87.302923,0.359895,47.264108,
opportunistic_lane_change_blocked_town05,27,2.700000,142.805450,-1.932737,179.316711,2.820257,2.646815,-0.018725,82.546711,0.094698,47.121667,
opportunistic_lane_change_blocked_town05,28,2.800000,142.508118,-1.925303,179.186554,3.088573,2.683788,-0.013597,84.810972,0.043316,46.954318,
opportunistic_lane_change_blocked_town05,29,2.900000,142.183990,-1.917962,179.093384,3.358453,2.698918,-0.009142,76.314449,0.052099,46.812474,
opportunistic_lane_change_blocked_town05,30,3.000000,141.833313,-1.910800,179.040329,3.622503,2.640694,-0.004339,79.803228,0.060822,46.648116,
opportunistic_lane_change_blocked_town05,31,3.100000,141.457352,-1.904134,179.030243,3.873839,2.513596,0.000032,76.155424,0.069162,46.466175,
opportunistic_lane_change_blocked_town05,32,3.200000,141.056259,-1.898215,179.067688,4.122834,2.490252,0.003850,55.473804,0.076866,46.267894,
opportunistic_lane_change_blocked_town05,33,3.300000,140.630737,-1.893261,179.147202,4.362088,2.392839,0.006736,55.584192,0.083714,46.052611,
opportunistic_lane_change_blocked_town05,34,3.400000,140.184006,-1.889405,179.258286,4.538572,1.765090,0.008539,46.388865,0.089558,45.826985,
opportunistic_lane_change_blocked_town05,35,3.500000,139.723755,-1.886500,179.377686,4.650637,1.120754,0.009263,42.510271,0.094512,45.592987,
opportunistic_lane_change_blocked_town05,36,3.600000,139.255615,-1.884738,179.508179,4.692680,0.420623,0.009359,37.570715,0.098359,45.349309,
opportunistic_lane_change_blocked_town05,37,3.700000,138.786942,-1.883941,179.633835,4.679487,-0.131867,0.008679,37.318945,0.101242,45.101845,
opportunistic_lane_change_blocked_town05,38,3.800000,138.319748,-1.883834,179.745346,4.670069,-0.094152,0.007616,38.595676,0.103428,44.856996,
opportunistic_lane_change_blocked_town05,39,3.900000,137.852051,-1.884212,179.840012,4.687105,0.170370,0.006387,41.048527,0.105132,44.613082,
opportunistic_lane_change_blocked_town05,40,4.000000,137.381470,-1.884922,179.917603,4.722145,0.350407,0.005153,34.111500,0.106517,44.366937,
opportunistic_lane_change_blocked_town05,41,4.100000,136.907028,-1.886148,179.991837,4.762813,0.406714,0.004025,34.543037,0.107402,44.116876,
opportunistic_lane_change_blocked_town05,42,4.200000,136.429123,-1.887353,-179.960831,4.788500,0.256900,0.002718,36.200523,0.108325,43.862710,
